lat,lon
45.41536111111111,11.875666666666667
45.41594444444444,11.876305555555556
45.41605555555555,11.87638888888889
45.413777777777774,11.879000000000001
45.41383333333333,11.878944444444445
45.41461111111111,11.879138888888889
45.41466666666666,11.879138888888889
45.41261111111111,11.886999999999999
45.414138888888886,11.883777777777777
45.41466666666666,11.885777777777777
45.41422222222222,11.887138888888888
45.41625,11.886694444444444
45.41663888888889,11.881388888888889
45.41611111111111,11.881916666666667
45.415749999999996,11.882027777777779
45.4155,11.881833333333335
45.41569444444444,11.881694444444445
45.416888888888884,11.878527777777778
45.41608333333333,11.879444444444445
45.41605555555555,11.87936111111111
45.416555555555554,11.877
45.41647222222222,11.876944444444446
45.41663888888889,11.87636111111111
